episode;reward0;avg_reward0;t_global;cr;;avg_reward;avg_avg_reward
72;12.0;22.2;500.0;4.0;;12.0;22.2
73;10.0;22.0;600.0;5.0;;10.0;22.0
74;11.0;21.9;600.0;5.0;;11.0;21.9
75;22.0;21.9;600.0;5.0;;22.0;21.9
76;14.0;21.8;600.0;5.0;;14.0;21.8
77;14.0;21.7;600.0;5.0;;14.0;21.7
78;18.0;21.6;600.0;5.0;;18.0;21.6
79;11.0;21.5;600.0;5.0;;11.0;21.5
80;25.0;21.5;700.0;6.0;;25.0;21.5
81;61.0;22.0;700.0;6.0;;61.0;22.0
82;25.0;22.0;800.0;7.0;;25.0;22.0
83;23.0;22.1;800.0;7.0;;23.0;22.1
84;17.0;22.0;800.0;7.0;;17.0;22.0
85;12.0;21.9;800.0;7.0;;12.0;21.9
86;19.0;21.8;800.0;7.0;;19.0;21.8
87;12.0;21.7;800.0;7.0;;12.0;21.7
88;18.0;21.7;900.0;8.0;;18.0;21.7
89;18.0;21.7;900.0;8.0;;18.0;21.7
90;14.0;21.6;900.0;8.0;;14.0;21.6
91;12.0;21.5;900.0;8.0;;12.0;21.5
92;15.0;21.4;900.0;8.0;;15.0;21.4
93;10.0;21.3;900.0;8.0;;10.0;21.3
94;18.0;21.2;900.0;8.0;;18.0;21.2
95;77.0;21.8;1000.0;9.0;;77.0;21.8
96;56.0;22.2;1100.0;10.0;;56.0;22.2
97;18.0;22.1;1100.0;10.0;;18.0;22.1
98;10.0;22.0;1100.0;10.0;;10.0;22.0
99;13.0;21.9;1100.0;10.0;;13.0;21.9
100;13.0;21.8;1100.0;10.0;;13.0;21.8
101;25.0;22.0;1200.0;11.0;;25.0;22.0
102;16.0;22.0;1200.0;11.0;;16.0;22.0
103;13.0;22.0;1200.0;11.0;;13.0;22.0
104;13.0;22.0;1200.0;11.0;;13.0;22.0
105;22.0;22.1;1200.0;11.0;;22.0;22.1
106;19.0;22.1;1200.0;11.0;;19.0;22.1
107;9.0;22.0;1200.0;11.0;;9.0;22.0
108;13.0;21.9;1300.0;12.0;;13.0;21.9
109;10.0;21.9;1300.0;12.0;;10.0;21.9
110;16.0;21.9;1300.0;12.0;;16.0;21.9
111;25.0;22.0;1300.0;12.0;;25.0;22.0
112;11.0;21.9;1300.0;12.0;;11.0;21.9
113;18.0;21.8;1300.0;12.0;;18.0;21.8
114;22.0;22.0;1399.0;13.0;;22.0;22.0
115;12.0;21.9;1399.0;13.0;;12.0;21.9
116;54.0;22.3;1399.0;13.0;;54.0;22.3
117;11.0;22.3;1399.0;13.0;;11.0;22.3
118;17.0;22.4;1498.0;14.0;;17.0;22.4
119;18.0;22.3;1498.0;14.0;;18.0;22.3
120;27.0;22.1;1498.0;14.0;;27.0;22.1
121;16.0;22.0;1498.0;14.0;;16.0;22.0
122;20.0;22.0;1498.0;14.0;;20.0;22.0
123;18.0;21.9;1597.0;15.0;;18.0;21.9
124;22.0;22.0;1597.0;15.0;;22.0;22.0
125;18.0;22.0;1597.0;15.0;;18.0;22.0
126;30.0;22.2;1597.0;15.0;;30.0;22.2
127;14.0;22.1;1597.0;15.0;;14.0;22.1
128;41.0;22.4;1696.0;16.0;;41.0;22.4
129;16.0;22.3;1696.0;16.0;;16.0;22.3
130;13.0;22.3;1696.0;16.0;;13.0;22.3
131;26.0;22.4;1696.0;16.0;;26.0;22.4
132;13.0;22.3;1795.0;17.0;;13.0;22.3
133;10.0;22.3;1795.0;17.0;;10.0;22.3
134;21.0;21.9;1795.0;17.0;;21.0;21.9
135;9.0;21.8;1795.0;17.0;;9.0;21.8
136;8.0;21.7;1795.0;17.0;;8.0;21.7
137;30.0;21.7;1795.0;17.0;;30.0;21.7
138;18.0;21.8;1894.0;18.0;;18.0;21.8
139;12.0;21.6;1894.0;18.0;;12.0;21.6
140;14.0;21.5;1894.0;18.0;;14.0;21.5
141;16.0;21.3;1894.0;18.0;;16.0;21.3
142;14.0;21.4;1894.0;18.0;;14.0;21.4
143;17.0;21.3;1894.0;18.0;;17.0;21.3
144;20.0;21.2;1894.0;18.0;;20.0;21.2
145;12.0;21.2;1993.0;19.0;;12.0;21.2
146;14.0;21.1;1993.0;19.0;;14.0;21.1
147;36.0;21.2;1993.0;19.0;;36.0;21.2
148;30.0;21.3;1993.0;19.0;;30.0;21.3
149;33.0;21.5;2092.0;20.0;;33.0;21.5
150;27.0;21.5;2092.0;20.0;;27.0;21.5
151;12.0;21.0;2092.0;20.0;;12.0;21.0
152;30.0;21.1;2092.0;20.0;;30.0;21.1
153;11.0;21.0;2191.0;21.0;;11.0;21.0
154;102.0;21.9;2290.0;22.0;;102.0;21.9
155;30.0;21.5;2290.0;22.0;;30.0;21.5
156;43.0;21.7;2290.0;22.0;;43.0;21.7
157;13.0;21.6;2290.0;22.0;;13.0;21.6
158;47.0;21.6;2389.0;23.0;;47.0;21.6
159;112.0;22.1;2488.0;24.0;;112.0;22.1
160;38.0;22.2;2488.0;24.0;;38.0;22.2
161;36.0;22.2;2587.0;25.0;;36.0;22.2
162;19.0;22.2;2587.0;25.0;;19.0;22.2
163;21.0;22.3;2587.0;25.0;;21.0;22.3
164;25.0;22.3;2587.0;25.0;;25.0;22.3
165;56.0;22.7;2686.0;26.0;;56.0;22.7
166;31.0;22.9;2686.0;26.0;;31.0;22.9
167;26.0;23.0;2785.0;27.0;;26.0;23.0
168;36.0;23.2;2785.0;27.0;;36.0;23.2
169;20.0;23.3;2785.0;27.0;;20.0;23.3
170;39.0;23.1;2884.0;28.0;;39.0;23.1
171;28.0;23.3;2884.0;28.0;;28.0;23.3
172;39.0;23.6;2884.0;28.0;;39.0;23.6
173;126.0;24.8;2983.0;29.0;;126.0;24.8
174;11.0;24.8;3082.0;30.0;;11.0;24.8
175;35.0;24.9;3082.0;30.0;;35.0;24.9
176;27.0;25.0;3082.0;30.0;;27.0;25.0
177;41.0;25.3;3181.0;31.0;;41.0;25.3
178;24.0;25.3;3181.0;31.0;;24.0;25.3
179;38.0;25.6;3181.0;31.0;;38.0;25.6
180;50.0;25.9;3280.0;32.0;;50.0;25.9
181;61.0;25.9;3280.0;32.0;;61.0;25.9
182;48.0;26.1;3379.0;33.0;;48.0;26.1
183;52.0;26.4;3379.0;33.0;;52.0;26.4
184;55.0;26.8;3478.0;34.0;;55.0;26.8
185;66.0;27.3;3577.0;35.0;;66.0;27.3
186;37.0;27.5;3577.0;35.0;;37.0;27.5
187;20.0;27.6;3577.0;35.0;;20.0;27.6
188;55.0;27.9;3676.0;36.0;;55.0;27.9
189;39.0;28.1;3676.0;36.0;;39.0;28.1
190;34.0;28.3;3676.0;36.0;;34.0;28.3
191;47.0;28.7;3775.0;37.0;;47.0;28.7
192;41.0;29.0;3775.0;37.0;;41.0;29.0
193;50.0;29.4;3873.0;38.0;;50.0;29.4
194;155.0;30.7;3971.0;39.0;;155.0;30.7
195;70.0;30.6;4069.0;40.0;;70.0;30.6
196;60.0;30.7;4167.0;41.0;;60.0;30.7
197;23.0;30.7;4167.0;41.0;;23.0;30.7
198;90.0;31.5;4265.0;42.0;;90.0;31.5
199;34.0;31.8;4265.0;42.0;;34.0;31.8
200;85.0;32.5;4363.0;43.0;;85.0;32.5
201;99.0;33.2;4461.0;44.0;;99.0;33.2
202;48.0;33.5;4559.0;45.0;;48.0;33.5
203;172.0;35.1;4657.0;46.0;;172.0;35.1
204;84.0;35.8;4755.0;47.0;;84.0;35.8
205;29.0;35.9;4853.0;48.0;;29.0;35.9
206;141.0;37.1;4951.0;49.0;;141.0;37.1
207;75.0;37.8;5049.0;50.0;;75.0;37.8
208;64.0;38.3;5049.0;50.0;;64.0;38.3
209;91.0;39.1;5147.0;51.0;;91.0;39.1
210;199.0;40.9;5343.0;53.0;;199.0;40.9
211;178.0;42.5;5539.0;55.0;;178.0;42.5
212;200.0;44.4;5735.0;57.0;;200.0;44.4
213;166.0;45.8;5931.0;59.0;;166.0;45.8
214;141.0;47.0;6029.0;60.0;;141.0;47.0
215;186.0;48.8;6225.0;62.0;;186.0;48.8
216;155.0;49.8;6419.0;64.0;;155.0;49.8
217;200.0;51.7;6613.0;66.0;;200.0;51.7
218;154.0;53.0;6807.0;68.0;;154.0;53.0
219;200.0;54.8;7001.0;70.0;;200.0;54.8
220;178.0;56.4;7098.0;71.0;;178.0;56.4
221;162.0;57.8;7292.0;73.0;;162.0;57.8
222;177.0;59.4;7486.0;75.0;;177.0;59.4
223;184.0;61.0;7680.0;77.0;;184.0;61.0
224;200.0;62.8;7874.0;79.0;;200.0;62.8
225;200.0;64.6;8068.0;81.0;;200.0;64.6
226;140.0;65.8;8165.0;82.0;;140.0;65.8
227;142.0;67.0;8359.0;84.0;;142.0;67.0
228;116.0;67.8;8456.0;85.0;;116.0;67.8
229;135.0;69.0;8553.0;86.0;;135.0;69.0
230;125.0;70.1;8746.0;88.0;;125.0;70.1
231;125.0;71.1;8842.0;89.0;;125.0;71.1
232;132.0;72.3;8938.0;90.0;;132.0;72.3
233;128.0;73.4;9130.0;92.0;;128.0;73.4
234;139.0;74.6;9226.0;93.0;;139.0;74.6
235;137.0;75.9;9418.0;95.0;;137.0;75.9
236;149.0;77.3;9514.0;96.0;;149.0;77.3
237;141.0;78.4;9706.0;98.0;;141.0;78.4
238;127.0;79.5;9802.0;99.0;;127.0;79.5
239;143.0;80.8;9898.0;100.0;;143.0;80.8
240;140.0;82.1;10090.0;102.0;;140.0;82.1
241;148.0;83.4;10186.0;103.0;;148.0;83.4
242;148.0;84.8;10378.0;105.0;;148.0;84.8
243;141.0;86.0;10474.0;106.0;;141.0;86.0
244;147.0;87.3;10666.0;108.0;;147.0;87.3
245;146.0;88.6;10858.0;110.0;;146.0;88.6
246;144.0;89.9;10954.0;111.0;;144.0;89.9
247;126.0;90.8;11050.0;112.0;;126.0;90.8
248;141.0;91.9;11240.0;114.0;;141.0;91.9
249;148.0;93.1;11335.0;115.0;;148.0;93.1
250;140.0;94.2;11525.0;117.0;;140.0;94.2
251;156.0;95.6;11715.0;119.0;;156.0;95.6
252;162.0;97.0;11810.0;120.0;;162.0;97.0
253;151.0;98.4;12000.0;122.0;;151.0;98.4
254;137.0;98.7;12095.0;123.0;;137.0;98.7
255;147.0;99.9;12285.0;125.0;;147.0;99.9
256;143.0;100.9;12380.0;126.0;;143.0;100.9
257;191.0;102.6;12570.0;128.0;;191.0;102.6
258;155.0;103.7;12760.0;130.0;;155.0;103.7
259;133.0;103.9;12855.0;131.0;;133.0;103.9
260;133.0;104.9;13045.0;133.0;;133.0;104.9
261;147.0;106.0;13140.0;134.0;;147.0;106.0
262;145.0;107.3;13330.0;136.0;;145.0;107.3
263;183.0;108.9;13519.0;138.0;;183.0;108.9
264;196.0;110.6;13707.0;140.0;;196.0;110.6
265;160.0;111.6;13895.0;142.0;;160.0;111.6
266;180.0;113.1;13989.0;143.0;;180.0;113.1
267;177.0;114.6;14177.0;145.0;;177.0;114.6
268;172.0;116.0;14365.0;147.0;;172.0;116.0
269;176.0;117.6;14553.0;149.0;;176.0;117.6
270;195.0;119.1;14741.0;151.0;;195.0;119.1
271;200.0;120.8;14929.0;153.0;;200.0;120.8
272;170.0;122.1;15117.0;155.0;;170.0;122.1
273;167.0;122.6;15305.0;157.0;;167.0;122.6
274;168.0;124.1;15493.0;159.0;;168.0;124.1
275;158.0;125.4;15587.0;160.0;;158.0;125.4
276;197.0;127.0;15775.0;162.0;;197.0;127.0
277;200.0;128.6;16054.0;165.0;;200.0;128.6
278;200.0;130.4;16240.0;167.0;;200.0;130.4
279;200.0;132.0;16426.0;169.0;;200.0;132.0
280;200.0;133.5;16612.0;171.0;;200.0;133.5
281;200.0;134.9;16798.0;173.0;;200.0;134.9
282;200.0;136.4;16984.0;175.0;;200.0;136.4
283;186.0;137.8;17170.0;177.0;;186.0;137.8
284;183.0;139.0;17356.0;179.0;;183.0;139.0
285;200.0;140.4;17542.0;181.0;;200.0;140.4
286;174.0;141.8;17728.0;183.0;;174.0;141.8
287;177.0;143.3;17914.0;185.0;;177.0;143.3
288;200.0;144.8;18100.0;187.0;;200.0;144.8
289;200.0;146.4;18376.0;190.0;;200.0;146.4
290;178.0;147.8;18468.0;191.0;;178.0;147.8
291;200.0;149.4;18744.0;194.0;;200.0;149.4
292;172.0;150.7;18928.0;196.0;;172.0;150.7
293;200.0;152.2;19112.0;198.0;;200.0;152.2
294;200.0;152.6;19296.0;200.0;;200.0;152.6
295;174.0;153.7;19480.0;202.0;;174.0;153.7
296;168.0;154.7;19664.0;204.0;;168.0;154.7
297;200.0;156.5;19848.0;206.0;;200.0;156.5
298;188.0;157.5;20032.0;208.0;;188.0;157.5
299;200.0;159.2;20216.0;210.0;;200.0;159.2
300;200.0;160.3;20400.0;212.0;;200.0;160.3
301;200.0;161.3;20582.0;214.0;;200.0;161.3
302;200.0;162.8;20855.0;217.0;;200.0;162.8
303;200.0;163.1;21037.0;219.0;;200.0;163.1
304;200.0;164.3;21219.0;221.0;;200.0;164.3
305;200.0;166.0;21401.0;223.0;;200.0;166.0
306;200.0;166.6;21583.0;225.0;;200.0;166.6
307;200.0;167.8;21856.0;228.0;;200.0;167.8
308;200.0;169.2;22038.0;230.0;;200.0;169.2
309;200.0;170.3;22220.0;232.0;;200.0;170.3
310;200.0;170.3;22402.0;234.0;;200.0;170.3
311;200.0;170.5;22584.0;236.0;;200.0;170.5
312;200.0;170.5;22855.0;239.0;;200.0;170.5
313;200.0;170.8;23035.0;241.0;;200.0;170.8
314;200.0;171.4;23215.0;243.0;;200.0;171.4
315;200.0;171.6;23395.0;245.0;;200.0;171.6
316;200.0;172.0;23575.0;247.0;;200.0;172.0
317;200.0;172.0;23845.0;250.0;;200.0;172.0
318;200.0;172.5;24025.0;252.0;;200.0;172.5
319;200.0;172.5;24205.0;254.0;;200.0;172.5
320;200.0;172.7;24385.0;256.0;;200.0;172.7
321;200.0;173.1;24655.0;259.0;;200.0;173.1
322;200.0;173.3;24835.0;261.0;;200.0;173.3
323;200.0;173.5;25014.0;263.0;;200.0;173.5
324;200.0;173.5;25192.0;265.0;;200.0;173.5
325;200.0;173.5;25370.0;267.0;;200.0;173.5
326;196.0;174.0;25637.0;270.0;;196.0;174.0
327;200.0;174.6;25815.0;272.0;;200.0;174.6
328;200.0;175.4;25993.0;274.0;;200.0;175.4
329;200.0;176.1;26171.0;276.0;;200.0;176.1
330;200.0;176.8;26438.0;279.0;;200.0;176.8
331;200.0;177.6;26616.0;281.0;;200.0;177.6
332;200.0;178.3;26794.0;283.0;;200.0;178.3
333;200.0;179.0;26972.0;285.0;;200.0;179.0
334;200.0;179.6;27238.0;288.0;;200.0;179.6
335;193.0;180.2;27414.0;290.0;;193.0;180.2
336;200.0;180.7;27590.0;292.0;;200.0;180.7
337;200.0;181.3;27766.0;294.0;;200.0;181.3
338;200.0;182.0;28030.0;297.0;;200.0;182.0
339;200.0;182.6;28206.0;299.0;;200.0;182.6
340;200.0;183.2;28382.0;301.0;;200.0;183.2
341;200.0;183.7;28646.0;304.0;;200.0;183.7
342;200.0;184.2;28822.0;306.0;;200.0;184.2
343;196.0;184.8;28998.0;308.0;;196.0;184.8
344;200.0;185.3;29174.0;310.0;;200.0;185.3
345;200.0;185.8;29437.0;313.0;;200.0;185.8
346;200.0;186.4;29611.0;315.0;;200.0;186.4
347;200.0;187.1;29785.0;317.0;;200.0;187.1
348;200.0;187.7;29959.0;319.0;;200.0;187.7
349;200.0;188.2;30220.0;322.0;;200.0;188.2
350;200.0;188.8;30394.0;324.0;;200.0;188.8
351;200.0;189.3;30568.0;326.0;;200.0;189.3
352;200.0;189.7;30829.0;329.0;;200.0;189.7
353;181.0;190.0;31003.0;331.0;;181.0;190.0
354;200.0;190.6;31177.0;333.0;;200.0;190.6
355;200.0;191.1;31351.0;335.0;;200.0;191.1
356;200.0;191.7;31611.0;338.0;;200.0;191.7
357;200.0;191.8;31783.0;340.0;;200.0;191.8
358;200.0;192.2;31955.0;342.0;;200.0;192.2
359;200.0;192.9;32213.0;345.0;;200.0;192.9
360;200.0;193.6;32385.0;347.0;;200.0;193.6
361;188.0;194.0;32557.0;349.0;;188.0;194.0
362;188.0;194.4;32729.0;351.0;;188.0;194.4
363;200.0;194.6;32987.0;354.0;;200.0;194.6
364;200.0;194.6;33159.0;356.0;;200.0;194.6
365;189.0;194.9;33331.0;358.0;;189.0;194.9
366;200.0;195.1;33589.0;361.0;;200.0;195.1
367;200.0;195.3;33760.0;363.0;;200.0;195.3
368;200.0;195.6;33930.0;365.0;;200.0;195.6
369;200.0;195.9;34185.0;368.0;;200.0;195.9
370;200.0;195.9;34355.0;370.0;;200.0;195.9
371;200.0;195.9;34525.0;372.0;;200.0;195.9
372;200.0;196.2;34780.0;375.0;;200.0;196.2
373;200.0;196.5;34950.0;377.0;;200.0;196.5
374;200.0;196.9;35120.0;379.0;;200.0;196.9
375;200.0;197.3;35375.0;382.0;;200.0;197.3
376;199.0;197.3;35545.0;384.0;;199.0;197.3
377;200.0;197.3;35715.0;386.0;;200.0;197.3
378;200.0;197.3;35968.0;389.0;;200.0;197.3
379;200.0;197.3;36136.0;391.0;;200.0;197.3
380;200.0;197.3;36388.0;394.0;;200.0;197.3
381;200.0;197.3;36556.0;396.0;;200.0;197.3
382;200.0;197.3;36724.0;398.0;;200.0;197.3
383;200.0;197.4;36976.0;401.0;;200.0;197.4
384;200.0;197.6;37144.0;403.0;;200.0;197.6
385;200.0;197.6;37312.0;405.0;;200.0;197.6
386;200.0;197.9;37564.0;408.0;;200.0;197.9
387;196.0;198.1;37732.0;410.0;;196.0;198.1
388;200.0;198.1;37983.0;413.0;;200.0;198.1
389;200.0;198.1;38149.0;415.0;;200.0;198.1
390;184.0;198.1;38315.0;417.0;;184.0;198.1
391;200.0;198.1;38564.0;420.0;;200.0;198.1
392;200.0;198.4;38730.0;422.0;;200.0;198.4
393;200.0;198.4;38896.0;424.0;;200.0;198.4
394;200.0;198.4;39145.0;427.0;;200.0;198.4
395;200.0;198.7;39311.0;429.0;;200.0;198.7
396;200.0;199.0;39560.0;432.0;;200.0;199.0
397;200.0;199.0;39726.0;434.0;;200.0;199.0
398;200.0;199.1;39892.0;436.0;;200.0;199.1
399;200.0;199.1;40139.0;439.0;;200.0;199.1
400;200.0;199.1;40303.0;441.0;;200.0;199.1
401;200.0;199.1;40549.0;444.0;;200.0;199.1
402;200.0;199.1;40713.0;446.0;;200.0;199.1
403;200.0;199.1;40959.0;449.0;;200.0;199.1
404;200.0;199.1;41123.0;451.0;;200.0;199.1
405;200.0;199.1;41287.0;453.0;;200.0;199.1
406;200.0;199.1;41533.0;456.0;;200.0;199.1
407;200.0;199.1;41697.0;458.0;;200.0;199.1
408;200.0;199.1;41943.0;461.0;;200.0;199.1
409;200.0;199.1;42106.0;463.0;;200.0;199.1
410;200.0;199.1;42349.0;466.0;;200.0;199.1
411;200.0;199.1;42511.0;468.0;;200.0;199.1
412;200.0;199.1;42754.0;471.0;;200.0;199.1
413;197.0;199.1;42916.0;473.0;;197.0;199.1
414;200.0;199.1;43159.0;476.0;;200.0;199.1
415;200.0;199.1;43321.0;478.0;;200.0;199.1
416;200.0;199.1;43564.0;481.0;;200.0;199.1
417;200.0;199.1;43726.0;483.0;;200.0;199.1
418;200.0;199.1;43888.0;485.0;;200.0;199.1
419;200.0;199.1;44130.0;488.0;;200.0;199.1
420;200.0;199.1;44290.0;490.0;;200.0;199.1
421;200.0;199.1;44530.0;493.0;;200.0;199.1
422;200.0;199.1;44690.0;495.0;;200.0;199.1
423;200.0;199.1;44930.0;498.0;;200.0;199.1
424;200.0;199.1;45090.0;500.0;;200.0;199.1
425;200.0;199.1;45330.0;503.0;;200.0;199.1
426;200.0;199.1;45490.0;505.0;;200.0;199.1
427;200.0;199.1;45730.0;508.0;;200.0;199.1
428;200.0;199.1;45890.0;510.0;;200.0;199.1
429;200.0;199.1;46130.0;513.0;;200.0;199.1
430;200.0;199.1;46290.0;515.0;;200.0;199.1
431;200.0;199.1;46530.0;518.0;;200.0;199.1
432;200.0;199.1;46690.0;520.0;;200.0;199.1
433;200.0;199.1;46930.0;523.0;;200.0;199.1
434;200.0;199.1;47090.0;525.0;;200.0;199.1
435;200.0;199.2;47330.0;528.0;;200.0;199.2
436;200.0;199.2;47490.0;530.0;;200.0;199.2
437;200.0;199.2;47730.0;533.0;;200.0;199.2
438;200.0;199.2;47890.0;535.0;;200.0;199.2
439;200.0;199.2;48130.0;538.0;;200.0;199.2
440;200.0;199.2;48290.0;540.0;;200.0;199.2
441;200.0;199.2;48530.0;543.0;;200.0;199.2
442;200.0;199.2;48690.0;545.0;;200.0;199.2
443;200.0;199.2;48930.0;548.0;;200.0;199.2
444;200.0;199.2;49090.0;550.0;;200.0;199.2
445;181.0;199.0;49330.0;553.0;;181.0;199.0
446;200.0;199.0;49490.0;555.0;;200.0;199.0
447;200.0;199.0;49730.0;558.0;;200.0;199.0
448;200.0;199.0;49890.0;560.0;;200.0;199.0
449;200.0;199.0;50130.0;563.0;;200.0;199.0
450;200.0;199.0;50290.0;565.0;;200.0;199.0
451;200.0;199.0;50530.0;568.0;;200.0;199.0
452;200.0;199.0;50690.0;570.0;;200.0;199.0
453;200.0;199.2;50930.0;573.0;;200.0;199.2
454;200.0;199.2;51090.0;575.0;;200.0;199.2
455;200.0;199.2;51330.0;578.0;;200.0;199.2
456;200.0;199.2;51490.0;580.0;;200.0;199.2
457;200.0;199.2;51730.0;583.0;;200.0;199.2
458;200.0;199.2;51890.0;585.0;;200.0;199.2
459;200.0;199.2;52130.0;588.0;;200.0;199.2
460;200.0;199.2;52290.0;590.0;;200.0;199.2
461;200.0;199.3;52530.0;593.0;;200.0;199.3
462;194.0;199.4;52690.0;595.0;;194.0;199.4
463;200.0;199.4;52930.0;598.0;;200.0;199.4
464;200.0;199.4;53090.0;600.0;;200.0;199.4
465;200.0;199.5;53330.0;603.0;;200.0;199.5
466;200.0;199.5;53490.0;605.0;;200.0;199.5
467;200.0;199.5;53730.0;608.0;;200.0;199.5
468;200.0;199.5;53890.0;610.0;;200.0;199.5
469;200.0;199.5;54130.0;613.0;;200.0;199.5
470;200.0;199.5;54290.0;615.0;;200.0;199.5
471;200.0;199.5;54530.0;618.0;;200.0;199.5
472;200.0;199.5;54690.0;620.0;;200.0;199.5
473;200.0;199.5;54930.0;623.0;;200.0;199.5
474;200.0;199.5;55090.0;625.0;;200.0;199.5
475;200.0;199.5;55330.0;628.0;;200.0;199.5
476;200.0;199.5;55490.0;630.0;;200.0;199.5
477;198.0;199.5;55730.0;633.0;;198.0;199.5
478;200.0;199.5;55890.0;635.0;;200.0;199.5
479;196.0;199.5;56130.0;638.0;;196.0;199.5
480;200.0;199.5;56290.0;640.0;;200.0;199.5
481;200.0;199.5;56530.0;643.0;;200.0;199.5
482;200.0;199.5;56690.0;645.0;;200.0;199.5
483;200.0;199.5;56930.0;648.0;;200.0;199.5
484;200.0;199.5;57090.0;650.0;;200.0;199.5
485;200.0;199.5;57330.0;653.0;;200.0;199.5
486;200.0;199.5;57490.0;655.0;;200.0;199.5
487;200.0;199.5;57730.0;658.0;;200.0;199.5
488;197.0;199.5;57890.0;660.0;;197.0;199.5
489;200.0;199.5;58130.0;663.0;;200.0;199.5
490;200.0;199.6;58290.0;665.0;;200.0;199.6
491;200.0;199.6;58530.0;668.0;;200.0;199.6
492;200.0;199.6;58690.0;670.0;;200.0;199.6
493;200.0;199.6;58930.0;673.0;;200.0;199.6
494;200.0;199.6;59090.0;675.0;;200.0;199.6
495;200.0;199.6;59330.0;678.0;;200.0;199.6
496;200.0;199.6;59490.0;680.0;;200.0;199.6
497;200.0;199.6;59730.0;683.0;;200.0;199.6
498;200.0;199.6;59890.0;685.0;;200.0;199.6
499;200.0;199.6;60130.0;688.0;;200.0;199.6
500;200.0;199.6;60290.0;690.0;;200.0;199.6
501;200.0;199.6;60530.0;693.0;;200.0;199.6
502;200.0;199.6;60690.0;695.0;;200.0;199.6
503;200.0;199.6;60930.0;698.0;;200.0;199.6
504;200.0;199.6;61090.0;700.0;;200.0;199.6
