episode;reward0;avg_reward0;t_global;cr;;episode;reward1;avg_reward1;t_global;cr;;episode;reward2;avg_reward2;t_global;cr;;episode;reward3;avg_reward3;t_global;cr;;episode;reward4;avg_reward4;t_global;cr;;episode;reward5;avg_reward5;t_global;cr;;avg_reward;avg_avg_reward
1;11;11;0;0;;1;11;11;0;0;;1;15;15;0;0;;1;16;16;0;0;;1;15;15;0;0;;1;14;14;0;0;;13.66666667;13.66666667
2;15;13;0;0;;2;9;10;0;0;;2;16;15.5;0;0;;2;24;20;0;0;;2;20;17.5;0;0;;2;14;14;0;0;;16.33333333;15
3;9;11.7;0;0;;3;35;18.3;0;0;;3;39;23.3;0;0;;3;20;20;0;0;;3;14;16.3;0;0;;3;17;15;0;0;;22.33333333;17.43333333
4;13;12;0;0;;4;25;20;0;0;;4;17;21.8;0;0;;4;25;21.2;0;0;;4;13;15.5;0;0;;4;16;15.2;0;0;;18.16666667;17.61666667
5;13;12.2;0;0;;5;18;19.6;0;0;;5;19;21.2;0;0;;5;13;19.6;0;0;;5;23;17;0;0;;5;38;19.8;0;0;;20.66666667;18.23333333
6;21;13.7;0;0;;6;26;20.7;0;0;;6;10;19.3;0;0;;6;10;18;0;0;;6;27;18.7;0;0;;6;16;19.2;0;0;;18.33333333;18.26666667
7;22;14.9;0;0;;7;15;19.9;0;0;;7;20;19.4;0;0;;7;33;20.1;0;0;;7;22;19.1;0;0;;7;16;18.7;0;0;;21.33333333;18.68333333
8;17;15.1;0;0;;8;25;20.5;0;0;;8;23;19.9;0;0;;8;21;20.2;0;0;;8;14;18.5;0;0;;8;36;20.9;0;0;;22.66666667;19.18333333
9;14;15;0;0;;9;27;21.2;0;0;;9;14;19.2;0;0;;9;37;22.1;0;0;;9;14;18;0;0;;9;17;20.4;0;0;;20.5;19.31666667
10;18;15.3;0;0;;10;26;21.7;0;0;;10;10;18.3;0;0;;10;23;22.2;0;0;;10;17;17.9;0;0;;10;62;24.6;0;0;;26;20
11;14;15.2;0;0;;11;29;22.4;0;0;;11;15;18;0;0;;11;22;22.2;0;0;;11;18;17.9;0;0;;11;15;23.7;0;0;;18.83333333;19.9
12;16;15.2;0;0;;12;22;22.3;0;0;;12;17;17.9;0;0;;12;18;21.8;0;0;;12;31;19;0;0;;12;21;23.5;0;0;;20.83333333;19.95
13;27;16.2;0;0;;13;18;22;0;0;;13;17;17.8;0;0;;13;12;21.1;0;0;;13;27;19.6;0;0;;13;10;22.5;0;0;;18.5;19.86666667
14;9;15.6;0;0;;14;11;21.2;0;0;;14;12;17.4;0;0;;14;23;21.2;0;0;;14;24;19.9;0;0;;14;14;21.9;0;0;;15.5;19.53333333
15;20;15.9;0;0;;15;28;21.7;0;0;;15;16;17.3;0;0;;15;21;21.2;0;0;;15;26;20.3;0;0;;15;35;22.7;0;0;;24.33333333;19.85
16;9;15.5;0;0;;16;13;21.1;0;0;;16;30;18.1;0;0;;16;17;20.9;0;0;;16;11;19.8;0;0;;16;14;22.2;0;0;;15.66666667;19.6
17;11;15.2;0;0;;17;22;21.2;0;0;;17;16;18;0;0;;17;31;21.5;0;0;;17;13;19.4;0;0;;17;21;22.1;0;0;;19;19.56666667
18;13;15.1;0;0;;18;30;21.7;0;0;;18;17;17.9;0;0;;18;11;20.9;0;0;;18;16;19.2;0;0;;18;15;21.7;0;0;;17;19.41666667
19;24;15.6;0;0;;19;22;21.7;0;0;;19;12;17.6;0;0;;19;13;20.5;0;0;;19;19;19.2;0;0;;19;19;21.6;0;0;;18.16666667;19.36666667
20;48;17.2;0;0;;20;23;21.8;0;0;;20;12;17.4;0;0;;20;13;20.2;0;0;;20;13;18.8;0;0;;20;17;21.4;0;0;;21;19.46666667
21;21;17.4;0;0;;21;32;22.2;0;0;;21;19;17.4;0;0;;21;32;20.7;0;0;;21;10;18.4;0;0;;21;12;20.9;0;0;;21;19.5
22;25;17.7;0;0;;22;14;21.9;0;0;;22;13;17.2;0;0;;22;23;20.8;0;0;;22;29;18.9;0;0;;22;14;20.6;0;0;;19.66666667;19.51666667
23;24;18;0;0;;23;14;21.5;0;0;;23;28;17.7;0;0;;23;10;20.3;0;0;;23;38;19.7;0;0;;23;45;21.7;0;0;;26.5;19.81666667
24;17;18;0;0;;24;42;22.4;0;0;;24;33;18.3;0;0;;24;11;20;0;0;;24;11;19.4;0;0;;24;23;21.7;0;0;;22.83333333;19.96666667
25;16;17.9;0;0;;25;11;21.9;0;0;;25;28;18.7;0;0;;25;11;19.6;0;0;;25;12;19.1;0;0;;25;38;22.4;0;0;;19.33333333;19.93333333
26;16;17.8;0;0;;26;13;21.6;0;0;;26;19;18.7;0;0;;26;15;19.4;0;0;;26;20;19.1;0;0;;26;14;22;0;0;;16.16666667;19.76666667
27;18;17.8;0;0;;27;17;21.4;0;0;;27;26;19;0;0;;27;28;19.7;0;0;;27;20;19.1;0;0;;27;19;21.9;0;0;;21.33333333;19.81666667
28;11;17.6;0;0;;28;12;21.1;0;0;;28;19;19;0;0;;28;18;19.7;0;0;;28;23;19.3;0;0;;28;13;21.6;0;0;;16;19.71666667
29;27;17.9;0;0;;29;11;20.7;0;0;;29;22;19.1;0;0;;29;14;19.5;0;0;;29;17;19.2;0;0;;29;21;21.6;0;0;;18.66666667;19.66666667
30;13;17.7;0;0;;30;16;20.6;0;0;;30;26;19.3;0;0;;30;13;19.3;0;0;;30;12;19;0;0;;30;13;21.3;0;0;;15.5;19.53333333
31;19;17.8;0;0;;31;11;20.3;0;0;;31;45;20.2;0;0;;31;18;19.2;0;0;;31;20;19;0;0;;31;48;22.2;0;0;;26.83333333;19.78333333
32;21;17.9;0;0;;32;36;20.8;0;0;;32;13;19.9;0;0;;32;14;19.1;0;0;;32;23;19.1;0;0;;32;16;22;0;0;;20.5;19.8
33;11;17.7;0;0;;33;11;20.5;0;0;;33;36;20.4;0;0;;33;12;18.8;0;0;;33;26;19.3;0;0;;33;21;21.9;0;0;;19.5;19.76666667
34;62;19;0;0;;34;22;20.5;0;0;;34;39;21;0;0;;34;22;18.9;0;0;;34;43;20;0;0;;34;34;22.3;300;0;;37;20.28333333
35;18;18.9;0;0;;35;35;20.9;0;0;;35;24;21.1;0;0;;35;28;19.2;0;0;;35;23;20.1;0;0;;35;34;22.6;400;0;;27;20.46666667
36;17;18.9;0;0;;36;24;21;0;0;;36;29;21.3;0;0;;36;12;19;0;0;;36;16;20;0;0;;36;10;22.3;400;0;;18;20.41666667
37;29;19.2;0;0;;37;16;20.9;0;0;;37;45;21.9;0;0;;37;50;19.8;0;0;;37;47;20.7;0;0;;37;14;22.1;400;0;;33.5;20.76666667
38;13;19;0;0;;38;51;21.7;0;0;;38;10;21.6;0;0;;38;18;19.8;0;0;;38;34;21.1;0;0;;38;25;22.1;400;0;;25.16666667;20.88333333
