episode;reward4;avg_reward4;t_global;cr
1;26.0;26.0;0.0;0
2;27.0;26.5;0.0;0
3;74.0;42.3;0.0;0
4;12.0;34.8;0.0;0
5;21.0;32.0;0.0;0
6;17.0;29.5;0.0;0
7;29.0;29.4;0.0;0
8;14.0;27.5;0.0;0
9;24.0;27.1;0.0;0
10;18.0;26.2;0.0;0
11;10.0;24.7;0.0;0
12;29.0;25.1;0.0;0
13;10.0;23.9;0.0;0
14;15.0;23.3;0.0;0
15;11.0;22.5;0.0;0
16;30.0;22.9;0.0;0
17;14.0;22.4;0.0;0
18;21.0;22.3;0.0;0
19;12.0;21.8;0.0;0
20;32.0;22.3;0.0;0
21;17.0;22.0;0.0;0
22;18.0;21.9;0.0;0
23;22.0;21.9;0.0;0
24;12.0;21.5;0.0;0
25;11.0;21.0;0.0;0
26;44.0;21.9;0.0;0
27;29.0;22.2;0.0;0
28;22.0;22.2;0.0;0
29;40.0;22.8;0.0;0
30;14.0;22.5;0.0;0
31;12.0;22.2;0.0;0
32;19.0;22.1;0.0;0
33;17.0;21.9;0.0;0
34;19.0;21.8;0.0;0
35;19.0;21.7;0.0;0
36;19.0;21.7;0.0;0
37;34.0;22.0;0.0;0
38;15.0;21.8;0.0;0
39;21.0;21.8;0.0;0
40;13.0;21.6;0.0;0
41;26.0;21.7;0.0;0
42;13.0;21.5;0.0;0
43;89.0;23.0;0.0;0
44;40.0;23.4;0.0;0
45;16.0;23.3;0.0;0
46;60.0;24.1;800.0;0.0
47;22.0;24.0;800.0;0.0
48;36.0;24.3;800.0;0.0
49;14.0;24.1;800.0;0.0
50;27.0;24.1;1600.0;1.0
51;17.0;24.0;1600.0;1.0
52;21.0;23.9;1600.0;1.0
53;14.0;23.7;1600.0;1.0
54;20.0;23.7;1600.0;1.0
55;18.0;23.6;1600.0;1.0
56;10.0;23.3;2400.0;2.0
57;48.0;23.8;2400.0;2.0
58;27.0;23.8;2400.0;2.0
59;28.0;23.9;3200.0;3.0
60;32.0;24.0;3200.0;3.0
61;18.0;23.9;3200.0;3.0
62;9.0;23.7;3200.0;3.0
63;30.0;23.8;3200.0;3.0
64;10.0;23.6;4000.0;4.0
65;18.0;23.5;4000.0;4.0
66;22.0;23.5;4000.0;4.0
67;33.0;23.6;4000.0;4.0
68;11.0;23.4;4000.0;4.0
69;11.0;23.2;4800.0;5.0
70;19.0;23.2;4800.0;5.0
71;11.0;23.0;4800.0;5.0
72;10.0;22.8;4800.0;5.0
73;24.0;22.8;4800.0;5.0
74;38.0;23.0;5600.0;6.0
75;21.0;23.0;5600.0;6.0
76;9.0;22.8;5600.0;6.0
77;27.0;22.9;5600.0;6.0
78;18.0;22.8;5600.0;6.0
79;14.0;22.7;5600.0;6.0
80;13.0;22.6;6400.0;7.0
81;13.0;22.5;6400.0;7.0
82;29.0;22.5;6400.0;7.0
83;22.0;22.5;6400.0;7.0
84;23.0;22.5;6400.0;7.0
85;25.0;22.6;7200.0;8.0
86;8.0;22.4;7200.0;8.0
87;39.0;22.6;7200.0;8.0
88;56.0;23.0;8000.0;9.0
89;13.0;22.9;8000.0;9.0
90;20.0;22.8;8000.0;9.0
91;34.0;23.0;8000.0;9.0
92;22.0;22.9;8800.0;10.0
93;9.0;22.8;8800.0;10.0
94;15.0;22.7;8800.0;10.0
95;17.0;22.7;8800.0;10.0
96;20.0;22.6;8800.0;10.0
97;11.0;22.5;8800.0;10.0
98;42.0;22.7;9600.0;11.0
99;14.0;22.6;9600.0;11.0
100;39.0;22.8;9600.0;11.0
101;13.0;22.6;9600.0;11.0
102;24.0;22.6;10400.0;12.0
103;15.0;22.0;10400.0;12.0
104;12.0;22.0;10400.0;12.0
105;19.0;22.0;10400.0;12.0
106;16.0;22.0;10400.0;12.0
107;32.0;22.0;11192.0;13.0
108;18.0;22.1;11192.0;13.0
109;33.0;22.2;11192.0;13.0
110;12.0;22.1;11192.0;13.0
111;18.0;22.2;11192.0;13.0
112;12.0;22.0;11984.0;14.0
113;22.0;22.1;11984.0;14.0
114;8.0;22.1;11984.0;14.0
115;11.0;22.1;11984.0;14.0
116;29.0;22.0;11984.0;14.0
117;81.0;22.7;12776.0;15.0
118;39.0;22.9;12776.0;15.0
119;14.0;22.9;13568.0;16.0
120;41.0;23.0;13568.0;16.0
121;13.0;23.0;13568.0;16.0
122;14.0;22.9;13568.0;16.0
123;15.0;22.9;13568.0;16.0
124;13.0;22.9;14360.0;17.0
125;17.0;22.9;14360.0;17.0
126;18.0;22.7;14360.0;17.0
127;19.0;22.6;14360.0;17.0
128;10.0;22.4;14360.0;17.0
129;14.0;22.2;14360.0;17.0
130;14.0;22.2;14360.0;17.0
131;14.0;22.2;15152.0;18.0
132;68.0;22.7;15152.0;18.0
133;16.0;22.7;15152.0;18.0
134;10.0;22.6;15944.0;19.0
135;14.0;22.6;15944.0;19.0
136;17.0;22.5;15944.0;19.0
137;31.0;22.5;15944.0;19.0
138;22.0;22.6;15944.0;19.0
139;25.0;22.6;16736.0;20.0
