comm_rounds;t1;staleness1;epoch1
1;1001;4.0;1.0
2;1002;2.0;1.0
3;1003;2.0;1.0
4;1004;2.0;1.0
5;1005;1.0;1.0
6;1006;3.0;1.0
7;1007;4.0;1.0
8;1008;1.0;1.0
9;1009;2.0;1.0
10;1010;2.0;1.0
11;1011;3.0;1.0
12;1012;5.0;1.0
13;1013;5.0;1.0
14;1014;1.0;1.0
15;1015;1.0;1.0
16;1016;2.0;1.0
17;1017;5.0;1.0
18;1018;4.0;1.0
19;1019;4.0;1.0
20;1020;2.0;1.0
21;1021;4.0;1.0
22;1022;5.0;1.0
23;1023;1.0;1.0
24;1024;4.0;1.0
25;1025;4.0;1.0
26;1026;6.0;1.0
27;1027;5.0;1.0
28;1028;4.0;1.0
29;1029;2.0;1.0
30;1030;3.0;1.0
31;1031;2.0;1.0
32;1032;2.0;1.0
33;1033;2.0;1.0
34;1034;1.0;1.0
35;1035;6.0;1.0
36;1036;6.0;1.0
37;1037;5.0;1.0
38;1038;1.0;1.0
39;1039;3.0;1.0
40;1040;6.0;1.0
41;1041;1.0;1.0
42;1042;2.0;1.0
43;1043;4.0;1.0
44;1044;5.0;1.0
45;1045;6.0;1.0
46;1046;5.0;1.0
47;1047;1.0;1.0
48;1048;6.0;1.0
49;1049;6.0;1.0
50;1050;3.0;1.0
51;1051;1.0;1.0
52;1052;3.0;1.0
53;1053;2.0;1.0
54;1054;2.0;1.0
55;1055;1.0;1.0
56;1056;3.0;1.0
57;1057;4.0;1.0
58;1058;2.0;1.0
59;1059;6.0;1.0
60;1060;5.0;1.0
61;1061;6.0;1.0
62;1062;3.0;1.0
63;1063;6.0;1.0
64;1064;2.0;1.0
65;1065;6.0;1.0
66;1066;3.0;1.0
67;1067;4.0;1.0
68;1068;6.0;1.0
69;1069;4.0;1.0
70;1070;2.0;1.0
71;1071;6.0;1.0
72;1072;4.0;1.0
73;1073;1.0;1.0
74;1074;4.0;1.0
75;1075;1.0;1.0
76;1076;2.0;1.0
77;1077;4.0;1.0
78;1078;3.0;1.0
79;1079;3.0;1.0
80;1080;2.0;1.0
81;1081;1.0;1.0
82;1082;3.0;1.0
83;1083;6.0;1.0
84;1084;1.0;1.0
85;1085;1.0;1.0
86;1086;3.0;1.0
87;1087;5.0;1.0
88;1088;4.0;1.0
89;1089;4.0;1.0
90;1090;4.0;1.0
91;1091;5.0;1.0
92;1092;6.0;1.0
93;1093;3.0;1.0
94;1094;4.0;1.0
95;1095;4.0;1.0
96;1096;2.0;1.0
97;1097;1.0;1.0
98;1098;5.0;1.0
99;1099;4.0;1.0
100;1100;1.0;1.0
101;1101;2.0;1.0
102;1102;5.0;1.0
103;1103;3.0;1.0
104;1104;5.0;1.0
105;1105;1.0;1.0
106;1106;5.0;1.0
107;1107;2.0;1.0
108;1108;6.0;1.0
109;1109;4.0;1.0
110;1110;1.0;1.0
111;1111;4.0;1.0
112;1112;2.0;1.0
113;1113;4.0;1.0
114;1114;4.0;1.0
115;1115;4.0;1.0
116;1116;5.0;1.0
117;1117;6.0;1.0
118;1118;2.0;1.0
119;1119;3.0;1.0
120;1120;2.0;1.0
121;1121;6.0;1.0
122;1122;5.0;1.0
123;1123;4.0;1.0
124;1124;4.0;1.0
125;1125;6.0;1.0
126;1126;6.0;1.0
127;1127;5.0;1.0
128;1128;3.0;1.0
129;1129;3.0;1.0
130;1130;3.0;1.0
131;1131;6.0;1.0
132;1132;2.0;1.0
133;1133;1.0;1.0
134;1134;6.0;1.0
135;1135;2.0;1.0
136;1136;2.0;1.0
137;1137;1.0;1.0
138;1138;1.0;1.0
139;1139;1.0;1.0
140;1140;1.0;1.0
141;1141;3.0;1.0
142;1142;1.0;1.0
143;1143;2.0;1.0
144;1144;4.0;1.0
145;1145;1.0;1.0
146;1146;1.0;1.0
147;1147;3.0;1.0
148;1148;3.0;1.0
149;1149;1.0;1.0
150;1150;6.0;1.0
151;1151;1.0;1.0
152;1152;1.0;1.0
153;1153;4.0;1.0
154;1154;3.0;1.0
155;1155;3.0;1.0
156;1156;2.0;1.0
157;1157;5.0;1.0
158;1158;4.0;1.0
159;1159;3.0;1.0
160;1160;5.0;1.0
161;1161;6.0;1.0
162;1162;4.0;1.0
163;1163;4.0;1.0
164;1164;6.0;1.0
165;1165;3.0;1.0
166;1166;4.0;1.0
167;1167;1.0;1.0
168;1168;3.0;1.0
169;1169;3.0;1.0
170;1170;1.0;1.0
171;1171;2.0;1.0
172;1172;1.0;1.0
173;1173;3.0;1.0
174;1174;4.0;1.0
175;1175;2.0;1.0
176;1176;5.0;1.0
177;1177;1.0;1.0
178;1178;1.0;1.0
179;1179;2.0;1.0
180;1180;2.0;1.0
181;1181;1.0;1.0
182;1182;1.0;1.0
183;1183;2.0;1.0
184;1184;6.0;1.0
185;1185;5.0;1.0
186;1186;3.0;1.0
187;1187;2.0;1.0
188;1188;1.0;1.0
189;1189;3.0;1.0
190;1190;3.0;1.0
191;1191;5.0;1.0
192;1192;2.0;1.0
193;1193;4.0;1.0
194;1194;6.0;1.0
195;1195;5.0;1.0
196;1196;6.0;1.0
197;1197;4.0;1.0
198;1198;4.0;1.0
199;1199;6.0;1.0
200;1200;5.0;1.0
201;1201;6.0;1.0
202;1202;1.0;1.0
203;1203;4.0;1.0
204;1204;1.0;1.0
205;1205;1.0;1.0
206;1206;4.0;1.0
207;1207;1.0;1.0
208;1208;2.0;1.0
209;1209;6.0;1.0
210;1210;2.0;1.0
211;1211;4.0;1.0
212;1212;2.0;1.0
213;1213;2.0;1.0
214;1214;1.0;1.0
215;1215;2.0;1.0
216;1216;6.0;1.0
217;1217;3.0;1.0
218;1218;2.0;1.0
219;1219;6.0;1.0
220;1220;2.0;1.0
221;1221;1.0;1.0
222;1222;4.0;1.0
223;1223;1.0;1.0
224;1224;4.0;1.0
225;1225;6.0;1.0
226;1226;4.0;1.0
227;1227;3.0;1.0
228;1228;1.0;1.0
229;1229;1.0;1.0
230;1230;2.0;1.0
231;1231;4.0;1.0
232;1232;5.0;1.0
233;1233;2.0;1.0
234;1234;3.0;1.0
235;1235;1.0;1.0
236;1236;4.0;1.0
237;1237;4.0;1.0
238;1238;1.0;1.0
239;1239;2.0;1.0
240;1240;4.0;1.0
241;1241;5.0;1.0
242;1242;4.0;1.0
243;1243;3.0;1.0
244;1244;6.0;1.0
245;1245;4.0;1.0
246;1246;3.0;1.0
247;1247;5.0;1.0
248;1248;5.0;1.0
249;1249;4.0;1.0
250;1250;4.0;1.0
251;1251;2.0;1.0
252;1252;1.0;1.0
253;1253;6.0;1.0
254;1254;5.0;1.0
255;1255;3.0;1.0
256;1256;1.0;1.0
257;1257;1.0;1.0
258;1258;5.0;1.0
259;1259;5.0;1.0
260;1260;6.0;1.0
261;1261;4.0;1.0
262;1262;5.0;1.0
263;1263;1.0;1.0
264;1264;3.0;1.0
265;1265;1.0;1.0
266;1266;2.0;1.0
267;1267;2.0;1.0
268;1268;3.0;1.0
269;1269;1.0;1.0
270;1270;4.0;1.0
271;1271;2.0;1.0
272;1272;3.0;1.0
273;1273;6.0;1.0
274;1274;2.0;1.0
275;1275;4.0;1.0
276;1276;2.0;1.0
277;1277;2.0;1.0
278;1278;1.0;1.0
279;1279;4.0;1.0
280;1280;3.0;1.0
281;1281;5.0;1.0
282;1282;5.0;1.0
283;1283;5.0;1.0
284;1284;6.0;1.0
285;1285;2.0;1.0
286;1286;3.0;1.0
287;1287;3.0;1.0
288;1288;3.0;1.0
289;1289;3.0;1.0
290;1290;3.0;1.0
291;1291;4.0;1.0
292;1292;1.0;1.0
293;1293;3.0;1.0
294;1294;3.0;1.0
295;1295;2.0;1.0
296;1296;4.0;1.0
297;1297;3.0;1.0
298;1298;4.0;1.0
299;1299;3.0;1.0
300;1300;4.0;1.0
301;1301;5.0;1.0
302;1302;2.0;1.0
303;1303;4.0;1.0
304;1304;2.0;1.0
305;1305;6.0;1.0
306;1306;3.0;1.0
307;1307;2.0;1.0
308;1308;5.0;1.0
309;1309;1.0;1.0
310;1310;4.0;1.0
311;1311;5.0;1.0
312;1312;3.0;1.0
313;1313;5.0;1.0
314;1314;6.0;1.0
315;1315;2.0;1.0
316;1316;1.0;1.0
317;1317;3.0;1.0
318;1318;1.0;1.0
319;1319;3.0;1.0
320;1320;4.0;1.0
321;1321;3.0;1.0
322;1322;3.0;1.0
323;1323;6.0;1.0
324;1324;5.0;1.0
325;1325;4.0;1.0
326;1326;1.0;1.0
327;1327;1.0;1.0
328;1328;4.0;1.0
329;1329;2.0;1.0
330;1330;1.0;1.0
331;1331;3.0;1.0
332;1332;4.0;1.0
333;1333;6.0;1.0
334;1334;4.0;1.0
335;1335;1.0;1.0
336;1336;5.0;1.0
337;1337;2.0;1.0
338;1338;1.0;1.0
339;1339;3.0;1.0
340;1340;5.0;1.0
341;1341;6.0;1.0
342;1342;2.0;1.0
343;1343;5.0;1.0
344;1344;4.0;1.0
345;1345;6.0;1.0
346;1346;6.0;1.0
347;1347;2.0;1.0
348;1348;5.0;1.0
349;1349;3.0;1.0
350;1350;3.0;1.0
351;1351;1.0;1.0
352;1352;2.0;1.0
353;1353;5.0;1.0
354;1354;2.0;1.0
355;1355;2.0;1.0
356;1356;6.0;1.0
357;1357;4.0;1.0
358;1358;1.0;1.0
359;1359;3.0;1.0
360;1360;4.0;1.0
361;1361;4.0;1.0
362;1362;4.0;1.0
363;1363;3.0;1.0
364;1364;2.0;1.0
365;1365;3.0;1.0
366;1366;6.0;1.0
367;1367;3.0;1.0
368;1368;1.0;1.0
369;1369;1.0;1.0
370;1370;5.0;1.0
371;1371;2.0;1.0
372;1372;4.0;1.0
373;1373;6.0;1.0
374;1374;6.0;1.0
375;1375;1.0;1.0
376;1376;3.0;1.0
377;1377;4.0;1.0
378;1378;6.0;1.0
379;1379;5.0;1.0
380;1380;5.0;1.0
