episode;reward0;avg_reward0;t_global;cr;;avg_reward;avg_avg_reward
72;15.0;22.2;600.0;599.0;;15.0;22.2
73;14.0;22.1;614.0;613.0;;14.0;22.1
74;15.0;22.0;629.0;628.0;;15.0;22.0
75;13.0;21.9;642.0;641.0;;13.0;21.9
76;10.0;21.8;652.0;651.0;;10.0;21.8
77;14.0;21.7;666.0;665.0;;14.0;21.7
78;18.0;21.6;684.0;683.0;;18.0;21.6
79;11.0;21.5;695.0;694.0;;11.0;21.5
80;25.0;21.5;720.0;719.0;;25.0;21.5
81;61.0;22.0;781.0;780.0;;61.0;22.0
82;25.0;22.0;806.0;805.0;;25.0;22.0
83;23.0;22.1;829.0;828.0;;23.0;22.1
84;17.0;22.0;846.0;845.0;;17.0;22.0
85;12.0;21.9;858.0;857.0;;12.0;21.9
86;19.0;21.8;877.0;876.0;;19.0;21.8
87;12.0;21.7;889.0;888.0;;12.0;21.7
88;18.0;21.7;907.0;906.0;;18.0;21.7
89;18.0;21.7;925.0;924.0;;18.0;21.7
90;14.0;21.6;939.0;938.0;;14.0;21.6
91;12.0;21.5;951.0;950.0;;12.0;21.5
92;15.0;21.4;966.0;965.0;;15.0;21.4
93;10.0;21.3;976.0;975.0;;10.0;21.3
94;18.0;21.2;994.0;993.0;;18.0;21.2
95;65.0;21.7;1059.0;1058.0;;65.0;21.7
96;17.0;21.6;1076.0;1075.0;;17.0;21.6
97;59.0;22.0;1135.0;1134.0;;59.0;22.0
98;15.0;22.0;1150.0;1149.0;;15.0;22.0
99;12.0;21.9;1162.0;1161.0;;12.0;21.9
100;23.0;21.9;1185.0;1184.0;;23.0;21.9
101;13.0;21.9;1198.0;1197.0;;13.0;21.9
102;17.0;21.9;1215.0;1214.0;;17.0;21.9
103;15.0;22.0;1230.0;1229.0;;15.0;22.0
104;34.0;22.2;1264.0;1263.0;;34.0;22.2
105;16.0;22.2;1280.0;1279.0;;16.0;22.2
106;14.0;22.1;1294.0;1293.0;;14.0;22.1
107;10.0;22.0;1304.0;1303.0;;10.0;22.0
108;20.0;22.0;1324.0;1323.0;;20.0;22.0
109;13.0;22.0;1337.0;1336.0;;13.0;22.0
110;18.0;22.0;1355.0;1354.0;;18.0;22.0
111;15.0;22.0;1370.0;1369.0;;15.0;22.0
112;19.0;22.1;1389.0;1388.0;;19.0;22.1
113;24.0;22.0;1413.0;1412.0;;24.0;22.0
114;12.0;22.1;1425.0;1424.0;;12.0;22.1
115;26.0;22.1;1451.0;1450.0;;26.0;22.1
116;17.0;22.2;1468.0;1467.0;;17.0;22.2
117;17.0;22.3;1485.0;1484.0;;17.0;22.3
118;68.0;22.8;1553.0;1552.0;;68.0;22.8
119;15.0;22.7;1568.0;1567.0;;15.0;22.7
120;23.0;22.5;1591.0;1590.0;;23.0;22.5
121;14.0;22.4;1605.0;1604.0;;14.0;22.4
122;15.0;22.3;1620.0;1619.0;;15.0;22.3
123;20.0;22.3;1640.0;1639.0;;20.0;22.3
124;24.0;22.4;1664.0;1663.0;;24.0;22.4
125;16.0;22.4;1680.0;1679.0;;16.0;22.4
126;52.0;22.7;1732.0;1731.0;;52.0;22.7
127;14.0;22.7;1746.0;1745.0;;14.0;22.7
128;10.0;22.7;1756.0;1755.0;;10.0;22.7
129;23.0;22.6;1779.0;1778.0;;23.0;22.6
130;36.0;22.8;1815.0;1814.0;;36.0;22.8
131;15.0;22.8;1830.0;1829.0;;15.0;22.8
132;10.0;22.7;1840.0;1839.0;;10.0;22.7
133;17.0;22.8;1857.0;1856.0;;17.0;22.8
134;13.0;22.3;1870.0;1869.0;;13.0;22.3
135;14.0;22.2;1884.0;1883.0;;14.0;22.2
136;14.0;22.2;1898.0;1897.0;;14.0;22.2
137;11.0;22.0;1909.0;1908.0;;11.0;22.0
138;15.0;22.0;1924.0;1923.0;;15.0;22.0
139;17.0;21.9;1941.0;1940.0;;17.0;21.9
140;18.0;21.8;1959.0;1958.0;;18.0;21.8
141;20.0;21.8;1979.0;1978.0;;20.0;21.8
142;13.0;21.8;1992.0;1991.0;;13.0;21.8
143;11.0;21.6;2003.0;2002.0;;11.0;21.6
144;10.0;21.5;2013.0;2012.0;;10.0;21.5
145;26.0;21.6;2039.0;2038.0;;26.0;21.6
146;28.0;21.6;2067.0;2066.0;;28.0;21.6
147;46.0;21.8;2113.0;2112.0;;46.0;21.8
148;26.0;21.9;2139.0;2138.0;;26.0;21.9
149;16.0;21.9;2155.0;2154.0;;16.0;21.9
150;9.0;21.7;2164.0;2163.0;;9.0;21.7
151;14.0;21.3;2178.0;2177.0;;14.0;21.3
152;15.0;21.2;2193.0;2192.0;;15.0;21.2
153;37.0;21.4;2230.0;2229.0;;37.0;21.4
154;16.0;21.4;2246.0;2245.0;;16.0;21.4
155;52.0;21.2;2298.0;2297.0;;52.0;21.2
156;25.0;21.3;2323.0;2322.0;;25.0;21.3
157;46.0;21.5;2369.0;2368.0;;46.0;21.5
158;79.0;21.8;2448.0;2447.0;;79.0;21.8
159;23.0;21.4;2471.0;2470.0;;23.0;21.4
160;72.0;21.8;2543.0;2542.0;;72.0;21.8
161;31.0;21.8;2574.0;2573.0;;31.0;21.8
162;17.0;21.8;2591.0;2590.0;;17.0;21.8
163;34.0;22.0;2625.0;2624.0;;34.0;22.0
164;24.0;22.0;2649.0;2648.0;;24.0;22.0
165;29.0;22.1;2678.0;2677.0;;29.0;22.1
166;92.0;22.9;2770.0;2769.0;;92.0;22.9
167;24.0;23.0;2794.0;2793.0;;24.0;23.0
168;42.0;23.3;2836.0;2835.0;;42.0;23.3
169;24.0;23.4;2860.0;2859.0;;24.0;23.4
170;43.0;23.3;2903.0;2902.0;;43.0;23.3
171;20.0;23.4;2923.0;2922.0;;20.0;23.4
172;66.0;23.9;2989.0;2988.0;;66.0;23.9
173;63.0;24.4;3052.0;3051.0;;63.0;24.4
174;56.0;24.8;3108.0;3107.0;;56.0;24.8
175;68.0;25.3;3176.0;3175.0;;68.0;25.3
176;17.0;25.4;3193.0;3192.0;;17.0;25.4
177;43.0;25.7;3236.0;3235.0;;43.0;25.7
178;17.0;25.7;3253.0;3252.0;;17.0;25.7
179;59.0;26.2;3312.0;3311.0;;59.0;26.2
180;86.0;26.8;3398.0;3397.0;;86.0;26.8
181;68.0;26.8;3466.0;3465.0;;68.0;26.8
182;42.0;27.0;3508.0;3507.0;;42.0;27.0
183;54.0;27.3;3562.0;3561.0;;54.0;27.3
184;96.0;28.1;3658.0;3657.0;;96.0;28.1
185;136.0;29.4;3794.0;3793.0;;136.0;29.4
186;35.0;29.5;3829.0;3828.0;;35.0;29.5
187;36.0;29.8;3865.0;3864.0;;36.0;29.8
188;34.0;29.9;3899.0;3898.0;;34.0;29.9
189;70.0;30.4;3969.0;3968.0;;70.0;30.4
190;50.0;30.8;4019.0;4018.0;;50.0;30.8
191;15.0;30.8;4034.0;4033.0;;15.0;30.8
192;17.0;30.8;4051.0;4050.0;;17.0;30.8
193;57.0;31.3;4108.0;4107.0;;57.0;31.3
194;33.0;31.5;4141.0;4140.0;;33.0;31.5
195;41.0;31.2;4182.0;4181.0;;41.0;31.2
196;31.0;31.4;4213.0;4212.0;;31.0;31.4
197;30.0;31.1;4243.0;4242.0;;30.0;31.1
198;46.0;31.4;4289.0;4288.0;;46.0;31.4
199;39.0;31.7;4328.0;4327.0;;39.0;31.7
200;70.0;32.1;4398.0;4397.0;;70.0;32.1
201;59.0;32.6;4457.0;4456.0;;59.0;32.6
202;33.0;32.8;4490.0;4489.0;;33.0;32.8
203;61.0;33.2;4551.0;4550.0;;61.0;33.2
204;80.0;33.7;4631.0;4630.0;;80.0;33.7
205;121.0;34.7;4752.0;4751.0;;121.0;34.7
206;18.0;34.8;4770.0;4769.0;;18.0;34.8
207;74.0;35.4;4844.0;4843.0;;74.0;35.4
208;140.0;36.6;4984.0;4983.0;;140.0;36.6
209;41.0;36.9;5025.0;5024.0;;41.0;36.9
210;142.0;38.1;5167.0;5166.0;;142.0;38.1
211;116.0;39.1;5283.0;5282.0;;116.0;39.1
212;54.0;39.5;5337.0;5336.0;;54.0;39.5
213;76.0;40.0;5413.0;5412.0;;76.0;40.0
214;52.0;40.4;5465.0;5464.0;;52.0;40.4
215;55.0;40.7;5520.0;5519.0;;55.0;40.7
216;101.0;41.5;5621.0;5620.0;;101.0;41.5
217;38.0;41.7;5659.0;5658.0;;38.0;41.7
218;65.0;41.7;5724.0;5723.0;;65.0;41.7
219;88.0;42.4;5812.0;5811.0;;88.0;42.4
220;103.0;43.2;5915.0;5914.0;;103.0;43.2
221;69.0;43.8;5984.0;5983.0;;69.0;43.8
222;97.0;44.6;6081.0;6080.0;;97.0;44.6
223;156.0;46.0;6237.0;6236.0;;156.0;46.0
224;139.0;47.1;6376.0;6375.0;;139.0;47.1
225;135.0;48.3;6511.0;6510.0;;135.0;48.3
226;59.0;48.4;6570.0;6569.0;;59.0;48.4
227;167.0;49.9;6737.0;6736.0;;167.0;49.9
228;68.0;50.5;6805.0;6804.0;;68.0;50.5
229;89.0;51.2;6894.0;6893.0;;89.0;51.2
230;56.0;51.4;6950.0;6949.0;;56.0;51.4
231;73.0;51.9;7023.0;7022.0;;73.0;51.9
232;62.0;52.4;7085.0;7084.0;;62.0;52.4
233;71.0;53.0;7156.0;7155.0;;71.0;53.0
234;76.0;53.6;7232.0;7231.0;;76.0;53.6
235;80.0;54.3;7312.0;7311.0;;80.0;54.3
236;109.0;55.2;7421.0;7420.0;;109.0;55.2
237;178.0;56.9;7599.0;7598.0;;178.0;56.9
238;98.0;57.7;7697.0;7696.0;;98.0;57.7
239;152.0;59.1;7849.0;7848.0;;152.0;59.1
240;200.0;60.9;8049.0;8048.0;;200.0;60.9
241;189.0;62.6;8238.0;8237.0;;189.0;62.6
242;173.0;64.2;8411.0;8410.0;;173.0;64.2
243;117.0;65.2;8528.0;8527.0;;117.0;65.2
244;121.0;66.4;8649.0;8648.0;;121.0;66.4
245;104.0;67.1;8753.0;8752.0;;104.0;67.1
246;100.0;67.9;8853.0;8852.0;;100.0;67.9
247;85.0;68.2;8938.0;8937.0;;85.0;68.2
248;122.0;69.2;9060.0;9059.0;;122.0;69.2
249;122.0;70.3;9182.0;9181.0;;122.0;70.3
250;84.0;71.0;9266.0;9265.0;;84.0;71.0
251;114.0;72.0;9380.0;9379.0;;114.0;72.0
252;127.0;73.1;9507.0;9506.0;;127.0;73.1
253;125.0;74.0;9632.0;9631.0;;125.0;74.0
254;113.0;75.0;9745.0;9744.0;;113.0;75.0
255;120.0;75.7;9865.0;9864.0;;120.0;75.7
256;119.0;76.6;9984.0;9983.0;;119.0;76.6
257;133.0;77.5;10117.0;10116.0;;133.0;77.5
258;121.0;77.9;10238.0;10237.0;;121.0;77.9
259;114.0;78.8;10352.0;10351.0;;114.0;78.8
260;100.0;79.1;10452.0;10451.0;;100.0;79.1
261;131.0;80.1;10583.0;10582.0;;131.0;80.1
262;132.0;81.2;10715.0;10714.0;;132.0;81.2
263;174.0;82.6;10889.0;10888.0;;174.0;82.6
264;129.0;83.7;11018.0;11017.0;;129.0;83.7
265;127.0;84.7;11145.0;11144.0;;127.0;84.7
266;136.0;85.1;11281.0;11280.0;;136.0;85.1
267;159.0;86.5;11440.0;11439.0;;159.0;86.5
268;147.0;87.5;11587.0;11586.0;;147.0;87.5
269;139.0;88.7;11726.0;11725.0;;139.0;88.7
270;167.0;89.9;11893.0;11892.0;;167.0;89.9
271;200.0;91.7;12093.0;12092.0;;200.0;91.7
272;154.0;92.6;12247.0;12246.0;;154.0;92.6
273;149.0;93.4;12396.0;12395.0;;149.0;93.4
274;142.0;94.3;12538.0;12537.0;;142.0;94.3
275;131.0;94.9;12669.0;12668.0;;131.0;94.9
276;163.0;96.4;12832.0;12831.0;;163.0;96.4
277;176.0;97.7;13008.0;13007.0;;176.0;97.7
278;189.0;99.4;13197.0;13196.0;;189.0;99.4
279;188.0;100.7;13385.0;13384.0;;188.0;100.7
280;200.0;101.9;13585.0;13584.0;;200.0;101.9
281;181.0;103.0;13766.0;13765.0;;181.0;103.0
282;171.0;104.3;13937.0;13936.0;;171.0;104.3
283;166.0;105.4;14103.0;14102.0;;166.0;105.4
284;149.0;105.9;14252.0;14251.0;;149.0;105.9
285;199.0;106.6;14451.0;14450.0;;199.0;106.6
286;170.0;107.9;14621.0;14620.0;;170.0;107.9
287;173.0;109.3;14794.0;14793.0;;173.0;109.3
288;200.0;111.0;14994.0;14993.0;;200.0;111.0
289;200.0;112.2;15194.0;15193.0;;200.0;112.2
290;184.0;113.6;15378.0;15377.0;;184.0;113.6
291;200.0;115.4;15578.0;15577.0;;200.0;115.4
292;196.0;117.2;15774.0;15773.0;;196.0;117.2
293;200.0;118.7;15974.0;15973.0;;200.0;118.7
294;200.0;120.3;16174.0;16173.0;;200.0;120.3
295;200.0;121.9;16374.0;16373.0;;200.0;121.9
296;199.0;123.6;16573.0;16572.0;;199.0;123.6
297;200.0;125.3;16773.0;16772.0;;200.0;125.3
298;200.0;126.8;16973.0;16972.0;;200.0;126.8
299;200.0;128.4;17173.0;17172.0;;200.0;128.4
300;169.0;129.4;17342.0;17341.0;;169.0;129.4
301;200.0;130.8;17542.0;17541.0;;200.0;130.8
302;200.0;132.5;17742.0;17741.0;;200.0;132.5
303;200.0;133.9;17942.0;17941.0;;200.0;133.9
304;154.0;134.6;18096.0;18095.0;;154.0;134.6
305;198.0;135.4;18294.0;18293.0;;198.0;135.4
306;200.0;137.2;18494.0;18493.0;;200.0;137.2
307;200.0;138.5;18694.0;18693.0;;200.0;138.5
308;176.0;138.9;18870.0;18869.0;;176.0;138.9
309;154.0;140.0;19024.0;19023.0;;154.0;140.0
310;194.0;140.5;19218.0;19217.0;;194.0;140.5
311;200.0;141.4;19418.0;19417.0;;200.0;141.4
312;200.0;142.8;19618.0;19617.0;;200.0;142.8
313;161.0;143.7;19779.0;19778.0;;161.0;143.7
314;191.0;145.0;19970.0;19969.0;;191.0;145.0
315;178.0;146.3;20148.0;20147.0;;178.0;146.3
316;200.0;147.3;20348.0;20347.0;;200.0;147.3
317;200.0;148.9;20548.0;20547.0;;200.0;148.9
318;199.0;150.2;20747.0;20746.0;;199.0;150.2
319;200.0;151.4;20947.0;20946.0;;200.0;151.4
320;142.0;151.7;21089.0;21088.0;;142.0;151.7
321;167.0;152.7;21256.0;21255.0;;167.0;152.7
322;157.0;153.3;21413.0;21412.0;;157.0;153.3
323;178.0;153.5;21591.0;21590.0;;178.0;153.5
324;196.0;154.1;21787.0;21786.0;;196.0;154.1
325;147.0;154.2;21934.0;21933.0;;147.0;154.2
326;200.0;155.6;22134.0;22133.0;;200.0;155.6
327;200.0;156.0;22334.0;22333.0;;200.0;156.0
328;200.0;157.3;22534.0;22533.0;;200.0;157.3
329;200.0;158.4;22734.0;22733.0;;200.0;158.4
330;180.0;159.6;22914.0;22913.0;;180.0;159.6
331;180.0;160.7;23094.0;23093.0;;180.0;160.7
332;197.0;162.1;23291.0;23290.0;;197.0;162.1
333;200.0;163.4;23491.0;23490.0;;200.0;163.4
334;154.0;164.1;23645.0;23644.0;;154.0;164.1
335;200.0;165.3;23845.0;23844.0;;200.0;165.3
336;148.0;165.7;23993.0;23992.0;;148.0;165.7
337;153.0;165.5;24146.0;24145.0;;153.0;165.5
338;169.0;166.2;24315.0;24314.0;;169.0;166.2
339;161.0;166.3;24476.0;24475.0;;161.0;166.3
340;196.0;166.2;24672.0;24671.0;;196.0;166.2
341;200.0;166.3;24872.0;24871.0;;200.0;166.3
342;200.0;166.6;25072.0;25071.0;;200.0;166.6
343;200.0;167.4;25272.0;25271.0;;200.0;167.4
344;200.0;168.2;25472.0;25471.0;;200.0;168.2
345;162.0;168.8;25634.0;25633.0;;162.0;168.8
346;172.0;169.5;25806.0;25805.0;;172.0;169.5
347;200.0;170.7;26006.0;26005.0;;200.0;170.7
348;160.0;171.1;26166.0;26165.0;;160.0;171.1
349;150.0;171.3;26316.0;26315.0;;150.0;171.3
350;154.0;172.0;26470.0;26469.0;;154.0;172.0
351;200.0;172.9;26670.0;26669.0;;200.0;172.9
352;146.0;173.1;26816.0;26815.0;;146.0;173.1
353;200.0;173.8;27016.0;27015.0;;200.0;173.8
354;158.0;174.3;27174.0;27173.0;;158.0;174.3
355;182.0;174.9;27356.0;27355.0;;182.0;174.9
356;151.0;175.2;27507.0;27506.0;;151.0;175.2
357;200.0;175.9;27707.0;27706.0;;200.0;175.9
358;182.0;176.5;27889.0;27888.0;;182.0;176.5
359;148.0;176.8;28037.0;28036.0;;148.0;176.8
360;145.0;177.3;28182.0;28181.0;;145.0;177.3
361;199.0;178.0;28381.0;28380.0;;199.0;178.0
362;200.0;178.7;28581.0;28580.0;;200.0;178.7
363;164.0;178.6;28745.0;28744.0;;164.0;178.6
364;167.0;178.9;28912.0;28911.0;;167.0;178.9
365;200.0;179.7;29112.0;29111.0;;200.0;179.7
366;173.0;180.0;29285.0;29284.0;;173.0;180.0
367;192.0;180.4;29477.0;29476.0;;192.0;180.4
368;172.0;180.6;29649.0;29648.0;;172.0;180.6
369;186.0;181.1;29835.0;29834.0;;186.0;181.1
370;148.0;180.9;29983.0;29982.0;;148.0;180.9
371;176.0;180.7;30159.0;30158.0;;176.0;180.7
372;200.0;181.1;30359.0;30358.0;;200.0;181.1
373;166.0;181.3;30525.0;30524.0;;166.0;181.3
374;141.0;181.3;30666.0;30665.0;;141.0;181.3
375;176.0;181.7;30842.0;30841.0;;176.0;181.7
376;200.0;182.1;31042.0;31041.0;;200.0;182.1
377;200.0;182.3;31242.0;31241.0;;200.0;182.3
378;200.0;182.4;31442.0;31441.0;;200.0;182.4
379;200.0;182.6;31642.0;31641.0;;200.0;182.6
380;197.0;182.5;31839.0;31838.0;;197.0;182.5
381;169.0;182.4;32008.0;32007.0;;169.0;182.4
382;200.0;182.7;32208.0;32207.0;;200.0;182.7
383;200.0;183.0;32408.0;32407.0;;200.0;183.0
384;200.0;183.6;32608.0;32607.0;;200.0;183.6
385;200.0;183.6;32808.0;32807.0;;200.0;183.6
386;200.0;183.9;33008.0;33007.0;;200.0;183.9
387;200.0;184.1;33208.0;33207.0;;200.0;184.1
388;200.0;184.1;33408.0;33407.0;;200.0;184.1
389;200.0;184.1;33608.0;33607.0;;200.0;184.1
390;200.0;184.3;33808.0;33807.0;;200.0;184.3
391;200.0;184.3;34008.0;34007.0;;200.0;184.3
392;200.0;184.3;34208.0;34207.0;;200.0;184.3
393;200.0;184.3;34408.0;34407.0;;200.0;184.3
394;200.0;184.3;34608.0;34607.0;;200.0;184.3
395;197.0;184.3;34805.0;34804.0;;197.0;184.3
396;200.0;184.3;35005.0;35004.0;;200.0;184.3
397;200.0;184.3;35205.0;35204.0;;200.0;184.3
398;200.0;184.3;35405.0;35404.0;;200.0;184.3
399;200.0;184.3;35605.0;35604.0;;200.0;184.3
400;183.0;184.5;35788.0;35787.0;;183.0;184.5
401;200.0;184.5;35988.0;35987.0;;200.0;184.5
402;185.0;184.3;36173.0;36172.0;;185.0;184.3
403;200.0;184.3;36373.0;36372.0;;200.0;184.3
404;200.0;184.8;36573.0;36572.0;;200.0;184.8
405;193.0;184.7;36766.0;36765.0;;193.0;184.7
406;200.0;184.7;36966.0;36965.0;;200.0;184.7
407;200.0;184.7;37166.0;37165.0;;200.0;184.7
408;200.0;185.0;37366.0;37365.0;;200.0;185.0
409;200.0;185.4;37566.0;37565.0;;200.0;185.4
410;200.0;185.5;37766.0;37765.0;;200.0;185.5
411;200.0;185.5;37966.0;37965.0;;200.0;185.5
412;200.0;185.5;38166.0;38165.0;;200.0;185.5
413;198.0;185.8;38364.0;38363.0;;198.0;185.8
414;200.0;185.9;38564.0;38563.0;;200.0;185.9
415;200.0;186.2;38764.0;38763.0;;200.0;186.2
416;192.0;186.1;38956.0;38955.0;;192.0;186.1
417;200.0;186.1;39156.0;39155.0;;200.0;186.1
418;200.0;186.1;39356.0;39355.0;;200.0;186.1
419;200.0;186.1;39556.0;39555.0;;200.0;186.1
420;200.0;186.7;39756.0;39755.0;;200.0;186.7
421;200.0;187.0;39956.0;39955.0;;200.0;187.0
422;200.0;187.4;40156.0;40155.0;;200.0;187.4
423;200.0;187.6;40356.0;40355.0;;200.0;187.6
424;200.0;187.7;40556.0;40555.0;;200.0;187.7
425;200.0;188.2;40756.0;40755.0;;200.0;188.2
426;186.0;188.1;40942.0;40941.0;;186.0;188.1
427;200.0;188.1;41142.0;41141.0;;200.0;188.1
428;200.0;188.1;41342.0;41341.0;;200.0;188.1
429;200.0;188.1;41542.0;41541.0;;200.0;188.1
430;200.0;188.3;41742.0;41741.0;;200.0;188.3
431;200.0;188.5;41942.0;41941.0;;200.0;188.5
432;200.0;188.5;42142.0;42141.0;;200.0;188.5
433;200.0;188.5;42342.0;42341.0;;200.0;188.5
434;188.0;188.8;42530.0;42529.0;;188.0;188.8
435;200.0;188.8;42730.0;42729.0;;200.0;188.8
436;200.0;189.4;42930.0;42929.0;;200.0;189.4
437;200.0;189.8;43130.0;43129.0;;200.0;189.8
438;200.0;190.2;43330.0;43329.0;;200.0;190.2
439;200.0;190.5;43530.0;43529.0;;200.0;190.5
440;200.0;190.6;43730.0;43729.0;;200.0;190.6
441;200.0;190.6;43930.0;43929.0;;200.0;190.6
442;200.0;190.6;44130.0;44129.0;;200.0;190.6
443;200.0;190.6;44330.0;44329.0;;200.0;190.6
444;200.0;190.6;44530.0;44529.0;;200.0;190.6
445;200.0;191.0;44730.0;44729.0;;200.0;191.0
446;200.0;191.2;44930.0;44929.0;;200.0;191.2
447;200.0;191.2;45130.0;45129.0;;200.0;191.2
448;169.0;191.3;45299.0;45298.0;;169.0;191.3
449;200.0;191.8;45499.0;45498.0;;200.0;191.8
450;200.0;192.3;45699.0;45698.0;;200.0;192.3
451;200.0;192.3;45899.0;45898.0;;200.0;192.3
452;200.0;192.8;46099.0;46098.0;;200.0;192.8
453;200.0;192.8;46299.0;46298.0;;200.0;192.8
454;200.0;193.2;46499.0;46498.0;;200.0;193.2
455;200.0;193.4;46699.0;46698.0;;200.0;193.4
456;200.0;193.9;46899.0;46898.0;;200.0;193.9
457;200.0;193.9;47099.0;47098.0;;200.0;193.9
458;200.0;194.1;47299.0;47298.0;;200.0;194.1
459;200.0;194.6;47499.0;47498.0;;200.0;194.6
460;200.0;195.2;47699.0;47698.0;;200.0;195.2
461;200.0;195.2;47899.0;47898.0;;200.0;195.2
462;193.0;195.1;48092.0;48091.0;;193.0;195.1
463;200.0;195.5;48292.0;48291.0;;200.0;195.5
464;200.0;195.8;48492.0;48491.0;;200.0;195.8
465;200.0;195.8;48692.0;48691.0;;200.0;195.8
466;200.0;196.1;48892.0;48891.0;;200.0;196.1
467;187.0;196.0;49079.0;49078.0;;187.0;196.0
468;200.0;196.3;49279.0;49278.0;;200.0;196.3
469;200.0;196.4;49479.0;49478.0;;200.0;196.4
470;200.0;197.0;49679.0;49678.0;;200.0;197.0
471;200.0;197.2;49879.0;49878.0;;200.0;197.2
472;200.0;197.2;50079.0;50078.0;;200.0;197.2
473;195.0;197.5;50274.0;50273.0;;195.0;197.5
474;200.0;198.1;50474.0;50473.0;;200.0;198.1
475;200.0;198.3;50674.0;50673.0;;200.0;198.3
476;200.0;198.3;50874.0;50873.0;;200.0;198.3
477;159.0;197.9;51033.0;51032.0;;159.0;197.9
478;200.0;197.9;51233.0;51232.0;;200.0;197.9
479;164.0;197.6;51397.0;51396.0;;164.0;197.6
480;200.0;197.6;51597.0;51596.0;;200.0;197.6
481;200.0;197.9;51797.0;51796.0;;200.0;197.9
482;200.0;197.9;51997.0;51996.0;;200.0;197.9
483;200.0;197.9;52197.0;52196.0;;200.0;197.9
484;200.0;197.9;52397.0;52396.0;;200.0;197.9
485;200.0;197.9;52597.0;52596.0;;200.0;197.9
486;200.0;197.9;52797.0;52796.0;;200.0;197.9
487;200.0;197.9;52997.0;52996.0;;200.0;197.9
488;161.0;197.5;53158.0;53157.0;;161.0;197.5
489;200.0;197.5;53358.0;53357.0;;200.0;197.5
490;200.0;197.5;53558.0;53557.0;;200.0;197.5
